,Year,Region,Accommodation,Administrative and Support Services,Agriculture,Construction,Education and Training,"Electricity, Gas, Water, and Waste services",Financial and Insurance Services,Food and beverage services,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services","Forestry, Fishing, and Mining","GST on Production, Import Duties and Other Taxes",Gross Domestic Product,Health Care and Social Assistance,"Information Media, Telecommunications and Other Services",Manufacturing,Other Manufacturing,Owner-Occupied Property Operation,Primary Manufacturing,"Professional, Scientific, and Technical Services",Public Administration and Safety,"Rental, Hiring and Real Estate Services",Retail Trade,Total,Total All Industries,"Transport, Postal and Warehousing",Wholesale Trade,Population
308,2017,Canterbury,269.0,537.0,2090.0,3123.0,1401.0,1042.0,825.0,491.0,1545.0,502.0,2967.0,34156.0,2120.0,1501.0,3754.0,1526.0,2579.0,2229.0,2732.0,1037.0,2389.0,1626.0,56067.0,31189.0,1649.0,1521.0,609200.0
309,2017,Gisborne,6.0,31.0,198.0,108.0,96.0,61.0,32.0,26.0,259.0,198.0,162.0,1869.0,147.0,68.0,118.0,25.0,120.0,94.0,81.0,58.0,135.0,98.0,38146.0,1707.0,75.0,49.0,49000.0
310,2017,Hawke's Bay,41.0,157.0,714.0,430.0,326.0,185.0,190.0,111.0,511.0,327.0,667.0,7678.0,518.0,241.0,1084.0,308.0,579.0,776.0,365.0,232.0,544.0,377.0,45595.0,7011.0,327.0,264.0,168400.0
311,2017,Manawatu-Whanganui,40.0,142.0,873.0,534.0,638.0,303.0,305.0,137.0,531.0,228.0,890.0,10248.0,726.0,457.0,975.0,330.0,736.0,645.0,437.0,778.0,683.0,552.0,42189.0,9358.0,345.0,468.0,242900.0
312,2017,Marlborough,26.0,51.0,359.0,157.0,59.0,,56.0,39.0,285.0,,248.0,2851.0,130.0,80.0,511.0,71.0,218.0,440.0,80.0,90.0,187.0,121.0,60029.0,2604.0,111.0,46.0,47500.0
313,2017,New Zealand,1830.0,5330.0,11108.0,16763.0,11924.0,7882.0,14487.0,4213.0,14320.0,6438.0,23574.0,271352.0,15905.0,15447.0,27381.0,9820.0,19297.0,17562.0,21780.0,10902.0,19690.0,12294.0,56919.0,247778.0,12263.0,12843.0,4767300.0
314,2017,Northland,55.0,122.0,584.0,445.0,304.0,187.0,160.0,99.0,496.0,308.0,611.0,7040.0,522.0,244.0,798.0,,706.0,,239.0,243.0,578.0,385.0,39351.0,6428.0,278.0,170.0,178900.0
315,2017,Otago,307.0,197.0,633.0,967.0,767.0,445.0,284.0,337.0,915.0,469.0,1022.0,11767.0,722.0,603.0,721.0,268.0,1030.0,452.0,608.0,338.0,914.0,592.0,52042.0,10745.0,546.0,264.0,
316,2017,Southland,63.0,40.0,908.0,311.0,186.0,373.0,150.0,67.0,619.0,247.0,487.0,5609.0,269.0,206.0,702.0,,311.0,,223.0,112.0,288.0,240.0,56377.0,5122.0,279.0,148.0,
317,2017,Taranaki,25.0,104.0,739.0,369.0,194.0,459.0,185.0,79.0,2016.0,1558.0,692.0,7971.0,351.0,194.0,1008.0,255.0,439.0,753.0,305.0,108.0,393.0,262.0,66815.0,7279.0,283.0,224.0,119300.0
318,2017,Tasman/Nelson,46.0,118.0,289.0,309.0,170.0,81.0,106.0,80.0,326.0,245.0,427.0,4919.0,324.0,184.0,618.0,147.0,466.0,471.0,302.0,98.0,374.0,280.0,47211.0,4492.0,225.0,178.0,104200.0
319,2017,Total North Island,1068.0,4367.0,6613.0,11765.0,9290.0,5852.0,13040.0,3171.0,10444.0,4592.0,18285.0,210461.0,12241.0,12817.0,20935.0,,14577.0,,17799.0,9197.0,15457.0,9360.0,57694.0,192176.0,9382.0,10653.0,3647900.0
320,2017,Total South Island,762.0,963.0,4495.0,4998.0,2634.0,2030.0,1447.0,1043.0,3876.0,1845.0,5289.0,60891.0,3664.0,2630.0,6446.0,,4719.0,,3982.0,1705.0,4233.0,2934.0,54401.0,55602.0,2881.0,2191.0,1119300.0
321,2017,Waikato,115.0,350.0,1939.0,1489.0,1080.0,1220.0,571.0,306.0,2146.0,927.0,1970.0,22679.0,1399.0,972.0,2375.0,782.0,1768.0,1593.0,1354.0,697.0,1700.0,1039.0,49388.0,20709.0,619.0,789.0,459200.0
322,2017,Wellington,161.0,600.0,211.0,1381.0,1408.0,1674.0,2844.0,496.0,1773.0,99.0,3067.0,35306.0,2058.0,2700.0,2920.0,533.0,2168.0,2387.0,4167.0,3786.0,1904.0,1091.0,68569.0,32240.0,1549.0,1022.0,514900.0
323,2017,West Coast,51.0,22.0,216.0,132.0,51.0,,26.0,28.0,186.0,,138.0,1588.0,99.0,56.0,140.0,28.0,116.0,112.0,37.0,29.0,80.0,75.0,48406.0,1450.0,72.0,35.0,32800.0
324,2018,Auckland,423.0,2534.0,343.0,6825.0,4722.0,1344.0,9774.0,1801.0,1649.0,305.0,9300.0,109094.0,5857.0,7448.0,10876.0,4804.0,7214.0,6072.0,10737.0,3027.0,8507.0,4975.0,66488.0,99794.0,5442.0,7640.0,1640800.0
325,2018,Bay of Plenty,145.0,542.0,1126.0,1293.0,621.0,529.0,397.0,241.0,1334.0,804.0,1411.0,16517.0,1138.0,626.0,1455.0,443.0,1430.0,1012.0,861.0,393.0,1206.0,774.0,52219.0,15106.0,826.0,699.0,316300.0
326,2018,Canterbury,278.0,644.0,2423.0,3296.0,1436.0,1060.0,1141.0,523.0,1647.0,588.0,3134.0,36689.0,2206.0,1533.0,4088.0,1563.0,2599.0,2525.0,2969.0,1260.0,2425.0,1704.0,59214.0,33555.0,1730.0,1653.0,619600.0
327,2018,Gisborne,6.0,35.0,227.0,127.0,92.0,63.0,26.0,27.0,295.0,232.0,172.0,2016.0,150.0,67.0,125.0,26.0,128.0,99.0,79.0,58.0,164.0,101.0,40808.0,1844.0,83.0,54.0,49400.0
328,2018,Hawke's Bay,45.0,152.0,833.0,493.0,329.0,191.0,184.0,120.0,583.0,393.0,707.0,8274.0,544.0,254.0,1139.0,302.0,618.0,837.0,394.0,249.0,578.0,406.0,48329.0,7567.0,339.0,305.0,171200.0
329,2018,Manawatu-Whanganui,52.0,140.0,1035.0,608.0,657.0,296.0,304.0,146.0,574.0,278.0,945.0,11069.0,812.0,462.0,1093.0,336.0,809.0,757.0,462.0,818.0,710.0,572.0,44976.0,10123.0,376.0,490.0,246100.0
330,2018,Marlborough,27.0,59.0,342.0,185.0,58.0,,42.0,37.0,317.0,,261.0,3060.0,123.0,85.0,572.0,71.0,237.0,501.0,92.0,96.0,229.0,131.0,63349.0,2798.0,118.0,49.0,48300.0
331,2018,New Zealand,1922.0,5728.0,12610.0,19009.0,12275.0,8004.0,16262.0,4440.0,15426.0,7422.0,24813.0,290724.0,16708.0,15889.0,29638.0,10092.0,20772.0,19546.0,23382.0,11531.0,20538.0,12896.0,59822.0,265911.0,12909.0,13977.0,4859800.0
332,2018,Northland,72.0,100.0,654.0,521.0,306.0,192.0,141.0,107.0,540.0,348.0,651.0,7621.0,530.0,259.0,883.0,,797.0,,291.0,269.0,608.0,405.0,41508.0,6970.0,308.0,177.0,183600.0
333,2018,Otago,381.0,224.0,770.0,1057.0,802.0,539.0,204.0,325.0,1046.0,507.0,1098.0,12852.0,753.0,642.0,772.0,263.0,1140.0,509.0,722.0,360.0,1031.0,640.0,55396.0,11754.0,549.0,336.0,
334,2018,Southland,54.0,43.0,1084.0,330.0,192.0,341.0,137.0,74.0,624.0,282.0,524.0,6132.0,283.0,225.0,914.0,,336.0,,200.0,106.0,308.0,250.0,61201.0,5609.0,285.0,164.0,
335,2018,Taranaki,37.0,102.0,826.0,415.0,208.0,599.0,153.0,80.0,2419.0,1820.0,759.0,8888.0,390.0,202.0,1205.0,250.0,472.0,954.0,318.0,117.0,414.0,267.0,73641.0,8129.0,276.0,228.0,120700.0
336,2018,Tasman/Nelson,47.0,126.0,300.0,349.0,173.0,98.0,116.0,83.0,330.0,232.0,452.0,5287.0,356.0,195.0,645.0,139.0,515.0,506.0,336.0,104.0,403.0,298.0,49875.0,4835.0,272.0,186.0,106000.0
337,2018,Total North Island,1093.0,4609.0,7447.0,13644.0,9563.0,5876.0,14574.0,3369.0,11190.0,5314.0,19193.0,224920.0,12885.0,13147.0,22484.0,,15830.0,,19024.0,9572.0,16066.0,9797.0,60444.0,205727.0,9882.0,11552.0,3721100.0
338,2018,Total South Island,830.0,1119.0,5163.0,5366.0,2712.0,2128.0,1687.0,1071.0,4236.0,2108.0,5620.0,65804.0,3823.0,2742.0,7153.0,,4942.0,,4358.0,1959.0,4472.0,3099.0,57789.0,60184.0,3027.0,2425.0,1138700.0
339,2018,Waikato,136.0,371.0,2159.0,1701.0,1103.0,1333.0,555.0,337.0,2326.0,993.0,2109.0,24692.0,1560.0,1025.0,2772.0,816.0,1942.0,1956.0,1360.0,739.0,1813.0,1083.0,52470.0,22583.0,646.0,954.0,470600.0
340,2018,Wellington,176.0,633.0,243.0,1660.0,1524.0,1329.0,3040.0,508.0,1469.0,140.0,3139.0,36749.0,1903.0,2804.0,2938.0,525.0,2421.0,2413.0,4522.0,3901.0,2063.0,1214.0,70346.0,33610.0,1586.0,1004.0,522400.0
341,2018,West Coast,43.0,24.0,244.0,150.0,51.0,,48.0,28.0,272.0,,152.0,1784.0,101.0,62.0,162.0,32.0,115.0,130.0,39.0,33.0,77.0,75.0,54733.0,1632.0,73.0,36.0,32600.0
342,2019,Auckland,514.0,2622.0,333.0,7488.0,5045.0,1280.0,10525.0,1850.0,1621.0,341.0,9692.0,115126.0,6276.0,7920.0,11209.0,4971.0,7492.0,6237.0,11528.0,3233.0,9024.0,5266.0,68991.0,105433.0,5688.0,7799.0,1668700.0
343,2019,Bay of Plenty,157.0,616.0,1232.0,1339.0,674.0,659.0,451.0,257.0,1480.0,821.0,1504.0,17826.0,1206.0,666.0,1475.0,485.0,1577.0,990.0,974.0,470.0,1309.0,823.0,54899.0,16322.0,869.0,746.0,324700.0
344,2019,Canterbury,310.0,643.0,2426.0,3322.0,1537.0,1220.0,1325.0,552.0,1857.0,636.0,3231.0,38297.0,2555.0,1596.0,4104.0,1586.0,2709.0,2518.0,2964.0,1203.0,2614.0,1753.0,60963.0,35066.0,1848.0,1748.0,628200.0
345,2019,Gisborne,9.0,38.0,220.0,144.0,95.0,78.0,29.0,28.0,328.0,249.0,184.0,2184.0,173.0,71.0,126.0,25.0,142.0,101.0,84.0,68.0,190.0,107.0,43762.0,1999.0,90.0,56.0,49900.0
346,2019,Hawke's Bay,53.0,161.0,903.0,517.0,359.0,210.0,167.0,128.0,550.0,340.0,727.0,8613.0,566.0,266.0,1122.0,342.0,690.0,781.0,434.0,284.0,623.0,428.0,49586.0,7886.0,357.0,276.0,173700.0
347,2019,Manawatu-Whanganui,61.0,152.0,1036.0,669.0,696.0,330.0,309.0,157.0,637.0,307.0,990.0,11734.0,813.0,494.0,1126.0,362.0,896.0,764.0,505.0,888.0,776.0,586.0,47104.0,10744.0,391.0,552.0,249100.0
348,2019,Marlborough,25.0,65.0,353.0,195.0,58.0,,43.0,42.0,303.0,,273.0,3240.0,137.0,88.0,649.0,73.0,255.0,576.0,99.0,100.0,234.0,135.0,66112.0,2966.0,126.0,59.0,49000.0
349,2019,New Zealand,2105.0,6116.0,12655.0,20314.0,13099.0,8489.0,17161.0,4609.0,16141.0,7652.0,25812.0,306172.0,18030.0,16734.0,30455.0,10567.0,22127.0,19888.0,25041.0,12279.0,21988.0,13503.0,61954.0,280360.0,13609.0,14394.0,4941900.0
350,2019,Northland,68.0,125.0,605.0,554.0,340.0,211.0,134.0,111.0,564.0,354.0,667.0,7905.0,613.0,283.0,872.0,,858.0,,315.0,263.0,633.0,416.0,42159.0,7238.0,295.0,189.0,187500.0
351,2019,Otago,378.0,261.0,764.0,1182.0,838.0,577.0,217.0,318.0,1150.0,573.0,1150.0,13634.0,800.0,698.0,783.0,289.0,1254.0,495.0,732.0,403.0,1056.0,672.0,57454.0,12484.0,639.0,339.0,
352,2019,Southland,57.0,48.0,1090.0,311.0,210.0,410.0,127.0,71.0,749.0,338.0,547.0,6478.0,293.0,239.0,974.0,,354.0,,212.0,125.0,320.0,274.0,64080.0,5932.0,306.0,172.0,
353,2019,Taranaki,39.0,121.0,818.0,433.0,233.0,556.0,166.0,75.0,2317.0,1762.0,760.0,9005.0,407.0,213.0,1252.0,278.0,505.0,975.0,335.0,135.0,419.0,268.0,73690.0,8245.0,300.0,209.0,122200.0
354,2019,Tasman/Nelson,48.0,135.0,289.0,395.0,182.0,123.0,119.0,87.0,353.0,230.0,476.0,5638.0,369.0,215.0,662.0,157.0,541.0,505.0,373.0,126.0,463.0,312.0,52398.0,5162.0,281.0,211.0,107600.0
355,2019,Total North Island,1245.0,4937.0,7499.0,14764.0,10223.0,6057.0,15298.0,3509.0,11442.0,5385.0,19980.0,237045.0,13768.0,13826.0,23126.0,,16892.0,,20618.0,10278.0,17205.0,10282.0,62609.0,217065.0,10326.0,11827.0,3786100.0
356,2019,Total South Island,859.0,1179.0,5157.0,5550.0,2877.0,2432.0,1863.0,1101.0,4700.0,2268.0,5833.0,69127.0,4262.0,2907.0,7328.0,,5235.0,,4422.0,2001.0,4782.0,3221.0,59814.0,63295.0,3283.0,2568.0,1155700.0
357,2019,Waikato,142.0,404.0,2099.0,1846.0,1237.0,1365.0,624.0,363.0,2426.0,1061.0,2244.0,26593.0,1722.0,1132.0,3176.0,883.0,2112.0,2294.0,1481.0,830.0,1991.0,1152.0,55309.0,24349.0,681.0,933.0,480800.0
358,2019,Wellington,201.0,698.0,252.0,1775.0,1544.0,1368.0,2892.0,540.0,1518.0,151.0,3211.0,38061.0,1991.0,2780.0,2769.0,536.0,2621.0,2233.0,4962.0,4107.0,2241.0,1236.0,71881.0,34849.0,1656.0,1066.0,529500.0
359,2019,West Coast,40.0,27.0,235.0,144.0,51.0,,32.0,30.0,288.0,,155.0,1840.0,107.0,72.0,156.0,32.0,124.0,124.0,41.0,44.0,96.0,77.0,56620.0,1685.0,84.0,38.0,32500.0
360,2020,Auckland,529.0,2660.0,363.0,8203.0,5233.0,1346.0,10834.0,1954.0,1647.0,300.0,10167.0,120478.0,6635.0,8066.0,11642.0,5182.0,7906.0,6459.0,12643.0,3441.0,9604.0,5454.0,70874.0,110312.0,5643.0,7855.0,1699900.0
361,2020,Bay of Plenty,158.0,614.0,1366.0,1524.0,695.0,699.0,504.0,269.0,1455.0,756.0,1596.0,18879.0,1294.0,733.0,1539.0,494.0,1680.0,1045.0,1005.0,511.0,1430.0,842.0,56508.0,17283.0,902.0,763.0,334100.0
362,2020,Canterbury,314.0,659.0,2718.0,3482.0,1619.0,1340.0,1295.0,578.0,2011.0,671.0,3426.0,40525.0,2798.0,1723.0,4370.0,1648.0,2838.0,2722.0,3174.0,1391.0,2707.0,1793.0,63380.0,37099.0,1863.0,1766.0,639400.0
363,2020,Gisborne,13.0,41.0,233.0,153.0,101.0,51.0,31.0,30.0,279.0,228.0,190.0,2246.0,184.0,76.0,125.0,27.0,165.0,98.0,101.0,73.0,180.0,117.0,44120.0,2056.0,94.0,60.0,50900.0
364,2020,Hawke's Bay,56.0,190.0,939.0,629.0,375.0,211.0,189.0,129.0,581.0,370.0,775.0,9172.0,614.0,282.0,1069.0,332.0,765.0,737.0,447.0,310.0,669.0,455.0,51616.0,8397.0,384.0,316.0,177700.0
365,2020,Manawatu-Whanganui,63.0,148.0,1105.0,791.0,748.0,360.0,233.0,164.0,655.0,295.0,1048.0,12391.0,905.0,470.0,1143.0,367.0,999.0,776.0,513.0,963.0,859.0,605.0,48996.0,11344.0,424.0,555.0,252900.0
366,2020,Marlborough,27.0,62.0,362.0,202.0,68.0,,47.0,45.0,306.0,,290.0,3425.0,147.0,85.0,691.0,69.0,287.0,623.0,101.0,113.0,249.0,138.0,67955.0,3135.0,135.0,72.0,50400.0
367,2020,New Zealand,2140.0,6289.0,13866.0,22400.0,13795.0,8992.0,17594.0,4875.0,16375.0,7383.0,27294.0,323071.0,19447.0,17359.0,31257.0,10733.0,23810.0,20524.0,27100.0,13457.0,23654.0,13983.0,64086.0,295777.0,13817.0,14558.0,5041200.0
368,2020,Northland,72.0,142.0,664.0,631.0,362.0,220.0,131.0,113.0,519.0,299.0,712.0,8424.0,690.0,303.0,830.0,,955.0,,319.0,303.0,711.0,433.0,43852.0,7712.0,346.0,190.0,192100.0
369,2020,Otago,357.0,286.0,810.0,1273.0,892.0,571.0,217.0,325.0,1103.0,532.0,1210.0,14307.0,872.0,696.0,807.0,305.0,1356.0,503.0,803.0,415.0,1188.0,700.0,58998.0,13097.0,679.0,319.0,
370,2020,Southland,62.0,50.0,1201.0,351.0,227.0,423.0,123.0,87.0,737.0,314.0,563.0,6656.0,320.0,249.0,852.0,,388.0,,217.0,140.0,338.0,272.0,65063.0,6093.0,302.0,176.0,
371,2020,Taranaki,33.0,146.0,924.0,482.0,238.0,570.0,151.0,79.0,2276.0,1707.0,783.0,9266.0,456.0,229.0,1160.0,282.0,548.0,878.0,374.0,160.0,473.0,271.0,74545.0,8483.0,289.0,192.0,124300.0
372,2020,Tasman/Nelson,50.0,144.0,318.0,472.0,220.0,124.0,130.0,91.0,339.0,215.0,507.0,5994.0,408.0,231.0,692.0,165.0,584.0,526.0,361.0,133.0,522.0,320.0,54294.0,5487.0,258.0,216.0,110400.0
373,2020,Total North Island,1288.0,5067.0,8194.0,16463.0,10715.0,6430.0,15755.0,3718.0,11652.0,5221.0,21140.0,250279.0,14784.0,14297.0,23675.0,,18219.0,,22396.0,11217.0,18552.0,10685.0,64782.0,229139.0,10488.0,11974.0,3863400.0
374,2020,Total South Island,852.0,1222.0,5672.0,5937.0,3081.0,2562.0,1839.0,1157.0,4724.0,2162.0,6154.0,72792.0,4663.0,3062.0,7581.0,,5591.0,,4704.0,2241.0,5102.0,3298.0,61809.0,66638.0,3329.0,2583.0,1177700.0
375,2020,Waikato,154.0,433.0,2324.0,2019.0,1319.0,1556.0,650.0,374.0,2667.0,1111.0,2400.0,28393.0,1848.0,1157.0,3180.0,919.0,2249.0,2261.0,1602.0,916.0,2138.0,1208.0,57534.0,25993.0,765.0,989.0,493500.0
376,2020,Wellington,211.0,693.0,276.0,2031.0,1644.0,1417.0,3033.0,607.0,1572.0,155.0,3469.0,41030.0,2158.0,2981.0,2988.0,564.0,2951.0,2425.0,5392.0,4540.0,2488.0,1301.0,76263.0,37561.0,1640.0,1055.0,538000.0
377,2020,West Coast,42.0,22.0,263.0,157.0,56.0,,28.0,31.0,227.0,,159.0,1885.0,119.0,79.0,169.0,32.0,138.0,137.0,47.0,48.0,98.0,75.0,57636.0,1725.0,92.0,35.0,32700.0
378,2021,Auckland,439.0,2320.0,360.0,8815.0,5483.0,1335.0,11193.0,1755.0,1672.0,337.0,9821.0,123111.0,7283.0,7974.0,12195.0,5868.0,8362.0,6327.0,12957.0,3571.0,10002.0,6001.0,71991.0,113290.0,4246.0,8662.0,1710100.0
379,2021,Bay of Plenty,111.0,578.0,1530.0,1441.0,727.0,638.0,505.0,243.0,1362.0,724.0,1584.0,19597.0,1515.0,667.0,1528.0,463.0,1805.0,1065.0,1028.0,547.0,1573.0,934.0,57334.0,18012.0,837.0,1081.0,341800.0
380,2021,Canterbury,230.0,587.0,2878.0,3492.0,1708.0,1205.0,1364.0,483.0,1818.0,614.0,3256.0,40267.0,2924.0,1776.0,4182.0,1597.0,3035.0,2585.0,3271.0,1301.0,2729.0,1927.0,62198.0,37011.0,1494.0,1811.0,647400.0
381,2021,Gisborne,13.0,44.0,221.0,171.0,117.0,46.0,34.0,29.0,261.0,215.0,198.0,2454.0,201.0,80.0,169.0,27.0,187.0,142.0,110.0,80.0,207.0,130.0,47562.0,2256.0,125.0,78.0,51600.0
382,2021,Hawke's Bay,50.0,205.0,859.0,656.0,409.0,211.0,225.0,125.0,590.0,379.0,781.0,9659.0,697.0,288.0,1149.0,343.0,853.0,806.0,494.0,333.0,715.0,511.0,53337.0,8878.0,367.0,352.0,181100.0
383,2021,Manawatu-Whanganui,45.0,152.0,1060.0,821.0,798.0,363.0,357.0,148.0,648.0,284.0,1066.0,13180.0,997.0,471.0,1207.0,378.0,1134.0,829.0,549.0,1070.0,928.0,663.0,51546.0,12115.0,416.0,651.0,255700.0
384,2021,Marlborough,19.0,53.0,393.0,203.0,74.0,,51.0,41.0,339.0,,281.0,3478.0,163.0,83.0,656.0,73.0,310.0,583.0,96.0,114.0,267.0,147.0,67534.0,3197.0,126.0,60.0,51500.0
385,2021,New Zealand,1557.0,5633.0,14319.0,23294.0,14507.0,8555.0,18121.0,4255.0,15200.0,6645.0,26387.0,327991.0,21356.0,17244.0,30808.0,11376.0,25464.0,19432.0,28022.0,14219.0,24686.0,15235.0,64277.0,301604.0,11724.0,15958.0,5102800.0
386,2021,Northland,53.0,129.0,675.0,640.0,386.0,203.0,149.0,106.0,516.0,312.0,686.0,8490.0,697.0,324.0,667.0,,1030.0,,320.0,316.0,793.0,467.0,43163.0,7804.0,323.0,211.0,196700.0
387,2021,Otago,222.0,217.0,808.0,1347.0,926.0,649.0,271.0,229.0,1127.0,478.0,1131.0,13992.0,946.0,593.0,790.0,272.0,1409.0,518.0,787.0,451.0,1143.0,712.0,56923.0,12860.0,549.0,333.0,
388,2021,Southland,30.0,41.0,1256.0,349.0,229.0,364.0,144.0,73.0,676.0,311.0,544.0,6724.0,354.0,233.0,900.0,,429.0,,209.0,143.0,347.0,290.0,65469.0,6180.0,280.0,198.0,
389,2021,Taranaki,26.0,136.0,985.0,501.0,258.0,612.0,192.0,73.0,1751.0,1138.0,710.0,8787.0,508.0,223.0,1003.0,272.0,589.0,731.0,389.0,166.0,494.0,304.0,69794.0,8077.0,279.0,201.0,125900.0
390,2021,Tasman/Nelson,38.0,157.0,327.0,490.0,217.0,104.0,138.0,78.0,298.0,194.0,491.0,6073.0,472.0,217.0,619.0,151.0,626.0,468.0,389.0,149.0,556.0,327.0,53883.0,5582.0,264.0,220.0,112700.0
391,2021,Total North Island,1003.0,4561.0,8385.0,17253.0,11291.0,6127.0,16125.0,3328.0,10750.0,4624.0,20527.0,255518.0,16355.0,14263.0,23410.0,,19509.0,,23225.0,12010.0,19540.0,11754.0,65353.0,234991.0,8928.0,13300.0,3909800.0
392,2021,Total South Island,554.0,1073.0,5935.0,6041.0,3216.0,2428.0,1996.0,927.0,4449.0,2021.0,5860.0,72473.0,5001.0,2982.0,7397.0,,5955.0,,4797.0,2210.0,5145.0,3481.0,60749.0,66613.0,2796.0,2658.0,1193000.0
393,2021,Waikato,130.0,356.0,2430.0,2101.0,1378.0,1495.0,682.0,325.0,2582.0,1087.0,2371.0,29325.0,2078.0,1157.0,3203.0,947.0,2406.0,2256.0,1660.0,966.0,2318.0,1342.0,58253.0,26954.0,774.0,1065.0,503400.0
394,2021,Wellington,136.0,641.0,266.0,2107.0,1735.0,1223.0,2788.0,523.0,1370.0,147.0,3308.0,40914.0,2380.0,3078.0,2290.0,535.0,3142.0,1755.0,5718.0,4961.0,2510.0,1402.0,75279.0,37606.0,1560.0,998.0,543500.0
395,2021,West Coast,16.0,16.0,273.0,160.0,62.0,,28.0,23.0,191.0,,157.0,1941.0,142.0,79.0,249.0,32.0,146.0,217.0,46.0,51.0,103.0,79.0,58982.0,1784.0,84.0,36.0,32900.0
396,2022,Auckland,466.0,2766.0,406.0,9323.0,5661.0,1587.0,12311.0,1952.0,1972.0,384.0,10901.0,135171.0,8191.0,8655.0,12071.0,5790.0,8789.0,6280.0,15078.0,3893.0,10479.0,6747.0,79568.0,124270.0,4985.0,10525.0,1698800.0
397,2022,Bay of Plenty,125.0,702.0,1651.0,1430.0,812.0,706.0,544.0,277.0,1388.0,681.0,1741.0,21269.0,1723.0,793.0,1641.0,511.0,1937.0,1130.0,1184.0,542.0,1646.0,1055.0,61542.0,19527.0,917.0,1160.0,345600.0
398,2022,Canterbury,272.0,681.0,3262.0,3676.0,1893.0,1463.0,1614.0,584.0,2120.0,657.0,3601.0,43981.0,3094.0,1960.0,4107.0,1630.0,3263.0,2477.0,3644.0,1411.0,2922.0,2112.0,67455.0,40380.0,1578.0,2186.0,652000.0
399,2022,Gisborne,15.0,45.0,240.0,168.0,131.0,44.0,35.0,33.0,203.0,159.0,207.0,2525.0,225.0,93.0,143.0,31.0,212.0,112.0,128.0,82.0,235.0,134.0,48651.0,2318.0,108.0,88.0,51900.0
400,2022,Hawke's Bay,55.0,242.0,955.0,650.0,441.0,242.0,237.0,146.0,601.0,359.0,871.0,10644.0,754.0,331.0,1334.0,388.0,938.0,945.0,569.0,355.0,779.0,552.0,58324.0,9773.0,413.0,423.0,182500.0
401,2022,Manawatu-Whanganui,48.0,163.0,1272.0,851.0,856.0,362.0,354.0,186.0,649.0,287.0,1169.0,14279.0,1150.0,515.0,1241.0,410.0,1261.0,831.0,598.0,1060.0,965.0,728.0,55518.0,13110.0,458.0,756.0,257200.0
402,2022,Marlborough,26.0,57.0,359.0,187.0,91.0,,46.0,40.0,343.0,,293.0,3576.0,184.0,90.0,654.0,77.0,338.0,577.0,103.0,116.0,266.0,165.0,69293.0,3283.0,143.0,73.0,51600.0
403,2022,New Zealand,1743.0,6671.0,16373.0,24320.0,15489.0,9658.0,20252.0,4896.0,16463.0,6805.0,29194.0,358601.0,23665.0,18604.0,31597.0,12030.0,27240.0,19567.0,31774.0,15185.0,26033.0,16985.0,70105.0,329407.0,13124.0,18992.0,5115200.0
404,2022,Northland,56.0,143.0,775.0,721.0,397.0,239.0,132.0,126.0,562.0,323.0,774.0,9458.0,824.0,370.0,741.0,,1140.0,,403.0,333.0,814.0,559.0,47314.0,8684.0,341.0,248.0,199900.0
405,2022,Otago,221.0,286.0,954.0,1446.0,1045.0,672.0,309.0,273.0,1137.0,465.0,1250.0,15266.0,1016.0,642.0,907.0,374.0,1486.0,532.0,912.0,460.0,1225.0,795.0,61756.0,14016.0,541.0,363.0,
406,2022,Southland,35.0,42.0,1500.0,375.0,252.0,423.0,167.0,86.0,764.0,340.0,637.0,7781.0,419.0,258.0,1176.0,,465.0,,226.0,148.0,387.0,323.0,75913.0,7144.0,294.0,228.0,
407,2022,Taranaki,31.0,142.0,1153.0,507.0,269.0,522.0,199.0,98.0,1884.0,1362.0,795.0,9706.0,562.0,247.0,1271.0,324.0,659.0,947.0,405.0,164.0,527.0,338.0,76424.0,8911.0,285.0,169.0,127000.0
408,2022,Tasman/Nelson,43.0,160.0,335.0,495.0,218.0,150.0,180.0,94.0,337.0,187.0,538.0,6576.0,508.0,242.0,671.0,155.0,670.0,516.0,433.0,148.0,584.0,389.0,57994.0,6038.0,278.0,254.0,113400.0
409,2022,Total North Island,1117.0,5429.0,9654.0,17991.0,11923.0,6829.0,17906.0,3791.0,11544.0,4715.0,22714.0,279463.0,18294.0,15328.0,23967.0,,20857.0,,26409.0,12850.0,20540.0,13111.0,71368.0,256748.0,10191.0,15847.0,3915800.0
410,2022,Total South Island,626.0,1242.0,6719.0,6329.0,3566.0,2829.0,2346.0,1105.0,4919.0,2090.0,6479.0,79138.0,5371.0,3276.0,7630.0,,6383.0,,5365.0,2335.0,5494.0,3874.0,65976.0,72659.0,2933.0,3145.0,1199500.0
411,2022,Waikato,160.0,441.0,2893.0,2117.0,1455.0,1863.0,802.0,388.0,2874.0,1010.0,2620.0,31997.0,2325.0,1317.0,3106.0,995.0,2548.0,2111.0,1921.0,1010.0,2404.0,1446.0,62900.0,29378.0,954.0,1216.0,508700.0
412,2022,Wellington,161.0,785.0,308.0,2224.0,1902.0,1264.0,3291.0,586.0,1413.0,149.0,3636.0,44414.0,2540.0,3007.0,2419.0,611.0,3373.0,1808.0,6122.0,5411.0,2690.0,1553.0,81613.0,40777.0,1729.0,1262.0,544200.0
